date,month_name,year,division_name,index,summary
2019-06-01,June,2019,Social Protection & Miscellaneous Goods and Services,112.6,"On June 2019, the Core CPI for Social Protection & Miscellaneous Goods and Services was 112.6."
2019-07-01,July,2019,Social Protection & Miscellaneous Goods and Services,113.0,"On July 2019, the Core CPI for Social Protection & Miscellaneous Goods and Services was 113.0."
2019-08-01,August,2019,Social Protection & Miscellaneous Goods and Services,113.6,"On August 2019, the Core CPI for Social Protection & Miscellaneous Goods and Services was 113.6."
2019-09-01,September,2019,Social Protection & Miscellaneous Goods and Services,114.0,"On September 2019, the Core CPI for Social Protection & Miscellaneous Goods and Services was 114.0."
2019-10-01,October,2019,Social Protection & Miscellaneous Goods and Services,113.8,"On October 2019, the Core CPI for Social Protection & Miscellaneous Goods and Services was 113.8."
2019-11-01,November,2019,Social Protection & Miscellaneous Goods and Services,114.3,"On November 2019, the Core CPI for Social Protection & Miscellaneous Goods and Services was 114.3."
2019-12-01,December,2019,Social Protection & Miscellaneous Goods and Services,114.2,"On December 2019, the Core CPI for Social Protection & Miscellaneous Goods and Services was 114.2."
2020-01-01,January,2020,Social Protection & Miscellaneous Goods and Services,114.7,"On January 2020, the Core CPI for Social Protection & Miscellaneous Goods and Services was 114.7."
2020-02-01,February,2020,Social Protection & Miscellaneous Goods and Services,114.6,"On February 2020, the Core CPI for Social Protection & Miscellaneous Goods and Services was 114.6."
2020-03-01,March,2020,Social Protection & Miscellaneous Goods and Services,115.1,"On March 2020, the Core CPI for Social Protection & Miscellaneous Goods and Services was 115.1."
2020-04-01,April,2020,Social Protection & Miscellaneous Goods and Services,114.9,"On April 2020, the Core CPI for Social Protection & Miscellaneous Goods and Services was 114.9."
2020-05-01,May,2020,Social Protection & Miscellaneous Goods and Services,115.5,"On May 2020, the Core CPI for Social Protection & Miscellaneous Goods and Services was 115.5."
2020-06-01,June,2020,Social Protection & Miscellaneous Goods and Services,116.0,"On June 2020, the Core CPI for Social Protection & Miscellaneous Goods and Services was 116.0."
2020-07-01,July,2020,Social Protection & Miscellaneous Goods and Services,116.3,"On July 2020, the Core CPI for Social Protection & Miscellaneous Goods and Services was 116.3."
2020-08-01,August,2020,Social Protection & Miscellaneous Goods and Services,117.1,"On August 2020, the Core CPI for Social Protection & Miscellaneous Goods and Services was 117.1."
2020-09-01,September,2020,Social Protection & Miscellaneous Goods and Services,117.1,"On September 2020, the Core CPI for Social Protection & Miscellaneous Goods and Services was 117.1."
2020-10-01,October,2020,Social Protection & Miscellaneous Goods and Services,117.0,"On October 2020, the Core CPI for Social Protection & Miscellaneous Goods and Services was 117.0."
2020-11-01,November,2020,Social Protection & Miscellaneous Goods and Services,116.9,"On November 2020, the Core CPI for Social Protection & Miscellaneous Goods and Services was 116.9."
2020-12-01,December,2020,Social Protection & Miscellaneous Goods and Services,116.7,"On December 2020, the Core CPI for Social Protection & Miscellaneous Goods and Services was 116.7."
2021-01-01,January,2021,Social Protection & Miscellaneous Goods and Services,116.8,"On January 2021, the Core CPI for Social Protection & Miscellaneous Goods and Services was 116.8."
2021-02-01,February,2021,Social Protection & Miscellaneous Goods and Services,116.4,"On February 2021, the Core CPI for Social Protection & Miscellaneous Goods and Services was 116.4."
2021-03-01,March,2021,Social Protection & Miscellaneous Goods and Services,116.2,"On March 2021, the Core CPI for Social Protection & Miscellaneous Goods and Services was 116.2."
2021-04-01,April,2021,Social Protection & Miscellaneous Goods and Services,116.3,"On April 2021, the Core CPI for Social Protection & Miscellaneous Goods and Services was 116.3."
2021-05-01,May,2021,Social Protection & Miscellaneous Goods and Services,116.3,"On May 2021, the Core CPI for Social Protection & Miscellaneous Goods and Services was 116.3."
2021-06-01,June,2021,Social Protection & Miscellaneous Goods and Services,116.4,"On June 2021, the Core CPI for Social Protection & Miscellaneous Goods and Services was 116.4."
2021-07-01,July,2021,Social Protection & Miscellaneous Goods and Services,116.4,"On July 2021, the Core CPI for Social Protection & Miscellaneous Goods and Services was 116.4."
2021-08-01,August,2021,Social Protection & Miscellaneous Goods and Services,116.4,"On August 2021, the Core CPI for Social Protection & Miscellaneous Goods and Services was 116.4."
2021-09-01,September,2021,Social Protection & Miscellaneous Goods and Services,116.5,"On September 2021, the Core CPI for Social Protection & Miscellaneous Goods and Services was 116.5."
2021-10-01,October,2021,Social Protection & Miscellaneous Goods and Services,116.8,"On October 2021, the Core CPI for Social Protection & Miscellaneous Goods and Services was 116.8."
2021-11-01,November,2021,Social Protection & Miscellaneous Goods and Services,117.0,"On November 2021, the Core CPI for Social Protection & Miscellaneous Goods and Services was 117.0."
2021-12-01,December,2021,Social Protection & Miscellaneous Goods and Services,117.2,"On December 2021, the Core CPI for Social Protection & Miscellaneous Goods and Services was 117.2."
2022-01-01,January,2022,Social Protection & Miscellaneous Goods and Services,117.5,"On January 2022, the Core CPI for Social Protection & Miscellaneous Goods and Services was 117.5."
2022-02-01,February,2022,Social Protection & Miscellaneous Goods and Services,117.7,"On February 2022, the Core CPI for Social Protection & Miscellaneous Goods and Services was 117.7."
2022-03-01,March,2022,Social Protection & Miscellaneous Goods and Services,118.4,"On March 2022, the Core CPI for Social Protection & Miscellaneous Goods and Services was 118.4."
2022-04-01,April,2022,Social Protection & Miscellaneous Goods and Services,118.4,"On April 2022, the Core CPI for Social Protection & Miscellaneous Goods and Services was 118.4."
2022-05-01,May,2022,Social Protection & Miscellaneous Goods and Services,118.5,"On May 2022, the Core CPI for Social Protection & Miscellaneous Goods and Services was 118.5."
2022-06-01,June,2022,Social Protection & Miscellaneous Goods and Services,119.0,"On June 2022, the Core CPI for Social Protection & Miscellaneous Goods and Services was 119.0."
2022-07-01,July,2022,Social Protection & Miscellaneous Goods and Services,118.9,"On July 2022, the Core CPI for Social Protection & Miscellaneous Goods and Services was 118.9."
2022-08-01,August,2022,Social Protection & Miscellaneous Goods and Services,119.2,"On August 2022, the Core CPI for Social Protection & Miscellaneous Goods and Services was 119.2."
2022-09-01,September,2022,Social Protection & Miscellaneous Goods and Services,119.3,"On September 2022, the Core CPI for Social Protection & Miscellaneous Goods and Services was 119.3."
2022-10-01,October,2022,Social Protection & Miscellaneous Goods and Services,119.6,"On October 2022, the Core CPI for Social Protection & Miscellaneous Goods and Services was 119.6."
2022-11-01,November,2022,Social Protection & Miscellaneous Goods and Services,120.0,"On November 2022, the Core CPI for Social Protection & Miscellaneous Goods and Services was 120.0."
2022-12-01,December,2022,Social Protection & Miscellaneous Goods and Services,119.9,"On December 2022, the Core CPI for Social Protection & Miscellaneous Goods and Services was 119.9."
2023-01-01,January,2023,Social Protection & Miscellaneous Goods and Services,120.2,"On January 2023, the Core CPI for Social Protection & Miscellaneous Goods and Services was 120.2."
2023-02-01,February,2023,Social Protection & Miscellaneous Goods and Services,120.6,"On February 2023, the Core CPI for Social Protection & Miscellaneous Goods and Services was 120.6."
2023-03-01,March,2023,Social Protection & Miscellaneous Goods and Services,120.9,"On March 2023, the Core CPI for Social Protection & Miscellaneous Goods and Services was 120.9."
2023-04-01,April,2023,Social Protection & Miscellaneous Goods and Services,121.4,"On April 2023, the Core CPI for Social Protection & Miscellaneous Goods and Services was 121.4."
2023-05-01,May,2023,Social Protection & Miscellaneous Goods and Services,121.9,"On May 2023, the Core CPI for Social Protection & Miscellaneous Goods and Services was 121.9."
2023-06-01,June,2023,Social Protection & Miscellaneous Goods and Services,122.2,"On June 2023, the Core CPI for Social Protection & Miscellaneous Goods and Services was 122.2."
2023-07-01,July,2023,Social Protection & Miscellaneous Goods and Services,122.0,"On July 2023, the Core CPI for Social Protection & Miscellaneous Goods and Services was 122.0."
2023-08-01,August,2023,Social Protection & Miscellaneous Goods and Services,122.1,"On August 2023, the Core CPI for Social Protection & Miscellaneous Goods and Services was 122.1."
2023-09-01,September,2023,Social Protection & Miscellaneous Goods and Services,122.3,"On September 2023, the Core CPI for Social Protection & Miscellaneous Goods and Services was 122.3."
2023-10-01,October,2023,Social Protection & Miscellaneous Goods and Services,122.3,"On October 2023, the Core CPI for Social Protection & Miscellaneous Goods and Services was 122.3."
2023-11-01,November,2023,Social Protection & Miscellaneous Goods and Services,122.8,"On November 2023, the Core CPI for Social Protection & Miscellaneous Goods and Services was 122.8."
2023-12-01,December,2023,Social Protection & Miscellaneous Goods and Services,123.1,"On December 2023, the Core CPI for Social Protection & Miscellaneous Goods and Services was 123.1."
2024-01-01,January,2024,Social Protection & Miscellaneous Goods and Services,123.2,"On January 2024, the Core CPI for Social Protection & Miscellaneous Goods and Services was 123.2."
2024-02-01,February,2024,Social Protection & Miscellaneous Goods and Services,123.6,"On February 2024, the Core CPI for Social Protection & Miscellaneous Goods and Services was 123.6."
2024-03-01,March,2024,Social Protection & Miscellaneous Goods and Services,124.1,"On March 2024, the Core CPI for Social Protection & Miscellaneous Goods and Services was 124.1."
2024-04-01,April,2024,Social Protection & Miscellaneous Goods and Services,125.2,"On April 2024, the Core CPI for Social Protection & Miscellaneous Goods and Services was 125.2."
2024-05-01,May,2024,Social Protection & Miscellaneous Goods and Services,125.6,"On May 2024, the Core CPI for Social Protection & Miscellaneous Goods and Services was 125.6."
2024-06-01,June,2024,Social Protection & Miscellaneous Goods and Services,125.5,"On June 2024, the Core CPI for Social Protection & Miscellaneous Goods and Services was 125.5."
2024-07-01,July,2024,Social Protection & Miscellaneous Goods and Services,125.9,"On July 2024, the Core CPI for Social Protection & Miscellaneous Goods and Services was 125.9."
2024-08-01,August,2024,Social Protection & Miscellaneous Goods and Services,126.0,"On August 2024, the Core CPI for Social Protection & Miscellaneous Goods and Services was 126.0."
2024-09-01,September,2024,Social Protection & Miscellaneous Goods and Services,126.1,"On September 2024, the Core CPI for Social Protection & Miscellaneous Goods and Services was 126.1."
2024-10-01,October,2024,Social Protection & Miscellaneous Goods and Services,126.4,"On October 2024, the Core CPI for Social Protection & Miscellaneous Goods and Services was 126.4."
2024-11-01,November,2024,Social Protection & Miscellaneous Goods and Services,127.0,"On November 2024, the Core CPI for Social Protection & Miscellaneous Goods and Services was 127.0."
2024-12-01,December,2024,Social Protection & Miscellaneous Goods and Services,127.0,"On December 2024, the Core CPI for Social Protection & Miscellaneous Goods and Services was 127.0."
2025-01-01,January,2025,Social Protection & Miscellaneous Goods and Services,127.3,"On January 2025, the Core CPI for Social Protection & Miscellaneous Goods and Services was 127.3."
2025-02-01,February,2025,Social Protection & Miscellaneous Goods and Services,128.2,"On February 2025, the Core CPI for Social Protection & Miscellaneous Goods and Services was 128.2."
2025-03-01,March,2025,Social Protection & Miscellaneous Goods and Services,128.6,"On March 2025, the Core CPI for Social Protection & Miscellaneous Goods and Services was 128.6."
2025-04-01,April,2025,Social Protection & Miscellaneous Goods and Services,130.3,"On April 2025, the Core CPI for Social Protection & Miscellaneous Goods and Services was 130.3."
2025-05-01,May,2025,Social Protection & Miscellaneous Goods and Services,130.3,"On May 2025, the Core CPI for Social Protection & Miscellaneous Goods and Services was 130.3."
2025-06-01,June,2025,Social Protection & Miscellaneous Goods and Services,130.8,"On June 2025, the Core CPI for Social Protection & Miscellaneous Goods and Services was 130.8."
2025-07-01,July,2025,Social Protection & Miscellaneous Goods and Services,130.8,"On July 2025, the Core CPI for Social Protection & Miscellaneous Goods and Services was 130.8."
2025-08-01,August,2025,Social Protection & Miscellaneous Goods and Services,131.1,"On August 2025, the Core CPI for Social Protection & Miscellaneous Goods and Services was 131.1."
